date,tmax_c,tmin_c,tmean_c,dewpoint_c,rh_mean_pct,wind_2m_ms,wind_10m_ms,solar_mj,rainfall_mm,wetness_top,wetness_root,wetness_prof
2008-07-01,41.12,30.11,35.06,22.06,51.89,2.61,3.05,26.62,0.03,0.05,0.15,0.15
2008-07-02,38.17,29.78,33.73,21.2,54.37,2.89,3.37,24.81,0.0,0.06,0.15,0.15
2008-07-03,37.31,29.21,32.7,19.08,49.39,3.15,3.73,24.87,0.0,0.06,0.15,0.15
2008-07-04,36.72,27.71,32.11,17.97,49.93,3.47,4.11,25.18,0.0,0.06,0.15,0.15
2008-07-05,37.9,27.94,32.77,20.56,52.91,2.6,3.05,24.64,0.0,0.06,0.15,0.15
2008-07-06,40.66,28.87,34.54,20.48,48.24,1.58,1.9,24.94,0.0,0.06,0.15,0.15
2008-07-07,40.38,30.0,34.78,22.93,55.02,1.48,1.7,24.25,0.0,0.06,0.15,0.15
2008-07-08,40.49,31.24,35.14,22.93,53.52,1.63,1.91,23.89,0.0,0.06,0.15,0.15
2008-07-09,41.07,31.91,35.55,22.4,49.9,1.88,2.21,24.59,0.0,0.06,0.15,0.15
2008-07-10,39.35,31.33,34.86,22.77,53.56,2.35,2.68,24.43,0.0,0.06,0.15,0.15
2008-07-11,38.41,30.56,34.14,22.59,55.74,3.38,3.89,23.72,0.0,0.06,0.15,0.15
2008-07-12,39.16,29.76,34.37,20.59,49.88,2.44,2.81,23.08,0.0,0.06,0.15,0.15
2008-07-13,43.35,31.58,37.1,18.43,38.15,3.09,3.83,22.65,0.0,0.06,0.15,0.15
2008-07-14,41.36,30.33,35.44,23.24,53.03,5.78,6.93,23.13,0.0,0.05,0.15,0.15
2008-07-15,42.82,30.39,36.42,22.01,49.22,3.54,4.31,23.61,0.0,0.05,0.15,0.15
2008-07-16,42.78,31.33,36.24,22.69,50.63,2.51,2.93,24.62,0.0,0.05,0.15,0.15
2008-07-17,40.6,31.85,35.53,24.53,56.44,1.92,2.25,25.54,0.0,0.05,0.15,0.15
2008-07-18,40.65,30.92,35.17,23.08,53.57,1.98,2.29,25.99,0.0,0.05,0.15,0.15
2008-07-19,39.25,30.65,34.73,21.76,50.75,2.15,2.48,26.33,0.0,0.05,0.15,0.15
2008-07-20,40.9,30.84,35.76,19.1,42.16,1.91,2.27,25.21,0.0,0.05,0.15,0.15
2008-07-21,42.77,32.74,37.66,18.54,35.14,2.2,2.77,23.62,0.0,0.05,0.15,0.15
2008-07-22,43.18,32.32,37.4,20.35,40.41,3.92,4.76,26.08,0.0,0.05,0.15,0.15
2008-07-23,42.1,31.28,36.41,20.35,42.67,4.33,5.24,26.14,0.0,0.05,0.15,0.15
2008-07-24,41.36,30.52,36.14,21.84,47.12,3.08,3.65,25.82,0.0,0.05,0.15,0.15
2008-07-25,40.96,32.94,36.75,20.84,41.95,2.85,3.37,25.8,0.0,0.05,0.15,0.15
2008-07-26,40.43,32.0,36.01,21.82,46.34,1.92,2.27,25.54,0.0,0.05,0.15,0.15
2008-07-27,42.01,31.98,37.15,22.02,45.47,2.12,2.61,24.88,0.0,0.05,0.15,0.15
2008-07-28,42.76,32.41,37.54,22.28,45.03,3.14,3.78,26.02,0.0,0.05,0.15,0.15
2008-07-29,40.05,33.0,36.18,23.72,50.9,2.07,2.4,22.96,0.0,0.05,0.15,0.15
2008-07-30,41.21,32.65,36.53,23.76,50.37,1.92,2.22,22.74,0.0,0.05,0.15,0.15
2008-07-31,41.7,32.89,36.48,24.09,51.56,2.57,2.94,23.88,0.0,0.05,0.15,0.15
2008-08-01,40.84,33.05,36.29,23.75,50.97,2.13,2.48,24.08,0.0,0.05,0.15,0.15
2008-08-02,41.52,31.65,36.28,22.87,48.52,4.61,5.5,22.76,0.0,0.05,0.15,0.15
2008-08-03,39.61,30.9,34.56,23.95,55.85,6.45,7.65,20.66,0.0,0.05,0.15,0.15
2008-08-04,38.91,31.77,34.9,23.29,52.37,5.29,6.28,20.29,0.04,0.05,0.15,0.15
2008-08-05,36.75,30.68,33.26,24.05,59.61,5.57,6.52,17.93,0.04,0.05,0.15,0.15
2008-08-06,37.1,29.52,32.73,24.34,62.77,5.81,6.81,21.19,0.03,0.06,0.15,0.15
2008-08-07,38.24,29.24,33.5,23.34,57.26,4.31,5.01,22.74,0.05,0.06,0.15,0.15
2008-08-08,39.66,29.95,34.88,23.62,54.11,3.52,4.14,23.16,0.09,0.06,0.15,0.15
2008-08-09,40.88,31.59,35.78,23.26,50.3,2.76,3.2,23.22,0.0,0.06,0.15,0.15
2008-08-10,40.4,32.46,35.85,24.51,53.56,2.22,2.57,21.76,0.0,0.06,0.15,0.15
2008-08-11,38.75,32.1,35.24,24.92,56.62,2.56,2.96,22.84,0.0,0.06,0.15,0.15
2008-08-12,39.55,30.97,34.95,23.45,55.4,2.68,3.05,23.64,0.0,0.06,0.15,0.15
2008-08-13,40.46,32.0,36.02,22.3,47.39,2.25,2.69,23.88,0.0,0.06,0.15,0.15
2008-08-14,41.7,32.32,36.34,23.64,50.56,2.83,3.32,21.68,0.0,0.06,0.15,0.15
2008-08-15,39.66,32.35,35.7,24.05,52.88,1.98,2.29,22.44,0.0,0.06,0.15,0.15
2008-08-16,41.46,32.51,36.49,21.76,45.34,4.16,5.0,22.85,0.01,0.06,0.15,0.15
2008-08-17,41.94,30.46,35.97,20.12,43.63,4.1,4.93,24.22,0.0,0.06,0.15,0.15
2008-08-18,40.64,30.38,35.58,19.11,40.92,2.92,3.48,23.78,0.0,0.06,0.15,0.15
2008-08-19,41.06,30.83,35.49,20.67,45.1,3.15,3.72,24.24,0.03,0.06,0.15,0.15
2008-08-20,40.29,31.21,35.37,20.38,44.81,4.19,4.93,23.68,0.0,0.06,0.15,0.15
2008-08-21,39.9,31.46,35.47,18.56,39.79,3.1,3.68,24.17,0.0,0.06,0.15,0.15
2008-08-22,40.58,32.11,35.65,17.77,37.67,2.42,2.86,24.12,0.0,0.06,0.15,0.15
2008-08-23,40.59,31.03,35.68,19.99,42.97,2.59,3.25,23.72,0.0,0.05,0.15,0.15
2008-08-24,40.02,30.86,35.53,19.91,42.62,2.4,2.9,23.3,0.0,0.05,0.15,0.15
2008-08-25,39.49,30.43,34.68,20.35,45.73,2.7,3.13,23.33,0.01,0.05,0.15,0.15
2008-08-26,40.08,30.8,34.86,21.6,49.72,1.97,2.29,22.92,0.0,0.05,0.15,0.15
2008-08-27,40.73,30.66,35.4,22.67,52.41,1.62,1.91,24.91,0.0,0.05,0.15,0.15
2008-08-28,41.56,30.9,35.96,20.99,45.27,2.42,2.97,24.46,0.0,0.05,0.15,0.15
2008-08-29,40.96,30.6,35.85,19.46,42.29,2.04,2.51,22.45,0.0,0.05,0.15,0.15
2008-08-30,41.16,30.81,35.56,20.66,45.39,3.34,4.0,21.75,0.0,0.05,0.15,0.15
2008-08-31,40.59,30.25,34.93,22.39,51.76,4.2,4.94,22.67,0.0,0.05,0.15,0.15
2008-09-01,38.82,30.06,33.96,22.02,53.07,4.53,5.31,22.5,0.0,0.05,0.15,0.15
2008-09-02,37.72,29.84,33.19,22.19,54.58,4.01,4.65,21.35,0.01,0.05,0.15,0.15
2008-09-03,37.87,28.68,33.12,21.67,53.7,2.75,3.14,22.94,0.0,0.05,0.15,0.15
2008-09-04,38.28,30.02,33.66,20.98,50.56,2.23,2.58,22.71,0.0,0.05,0.15,0.15
2008-09-05,36.73,29.25,32.67,23.23,60.67,2.03,2.31,23.1,0.0,0.05,0.15,0.15
2008-09-06,37.11,30.22,33.45,24.21,60.69,1.42,1.68,22.69,0.0,0.05,0.15,0.15
2008-09-07,38.69,30.2,34.23,21.12,50.06,5.22,6.21,21.65,0.0,0.05,0.15,0.15
2008-09-08,38.12,28.54,32.95,21.86,55.97,5.3,6.31,22.23,0.0,0.05,0.14,0.15
2008-09-09,38.04,28.24,32.91,19.83,49.1,3.86,4.53,21.87,0.0,0.05,0.14,0.15
2008-09-10,37.81,30.05,33.49,17.83,41.93,3.24,3.84,21.25,0.0,0.05,0.14,0.15
2008-09-11,38.07,29.79,33.74,17.21,40.3,2.28,2.73,21.44,0.0,0.05,0.14,0.15
2008-09-12,38.44,30.13,33.73,18.48,43.92,2.51,3.03,21.4,0.0,0.05,0.14,0.15
2008-09-13,37.6,29.1,32.85,22.16,56.32,2.68,3.12,21.45,0.0,0.05,0.14,0.15
2008-09-14,38.29,28.88,33.08,23.11,59.92,2.27,2.64,21.64,0.0,0.05,0.14,0.15
2008-09-15,37.69,29.17,33.11,23.79,62.06,2.42,2.8,21.54,0.0,0.05,0.14,0.15
2008-09-16,34.9,29.43,31.97,26.95,76.83,3.0,3.56,21.02,0.0,0.05,0.14,0.15
2008-09-17,36.93,29.27,32.29,23.92,65.79,4.0,4.79,22.42,0.0,0.05,0.14,0.15
2008-09-18,34.93,29.04,31.68,23.15,62.26,2.98,3.55,18.25,0.0,0.05,0.14,0.15
2008-09-19,36.79,28.66,32.28,21.68,56.69,1.27,1.49,18.59,0.0,0.05,0.14,0.15
2008-09-20,38.81,28.23,33.02,19.97,49.87,2.18,2.58,20.09,0.0,0.05,0.14,0.15
2008-09-21,38.12,30.01,33.34,22.98,58.84,2.28,2.66,20.41,0.0,0.05,0.14,0.15
2008-09-22,35.84,28.3,31.51,25.2,72.39,2.7,3.18,21.26,0.0,0.05,0.14,0.15
2008-09-23,36.19,28.54,31.7,24.2,68.67,1.83,2.15,21.18,0.0,0.05,0.14,0.15
2008-09-24,37.86,27.23,31.95,21.44,59.02,1.4,1.6,21.85,0.0,0.05,0.14,0.15
2008-09-25,38.81,27.89,33.06,19.61,51.01,2.61,3.12,21.42,0.0,0.05,0.14,0.15
2008-09-26,38.69,28.49,33.14,16.21,40.85,2.97,3.57,22.12,0.0,0.05,0.14,0.15
2008-09-27,37.88,28.31,32.33,18.23,48.65,3.69,4.39,20.63,0.0,0.05,0.14,0.15
2008-09-28,35.07,28.35,31.28,23.29,65.23,3.86,4.63,21.06,0.0,0.05,0.14,0.15
2008-09-29,35.65,27.98,31.49,21.39,57.74,3.05,3.63,21.82,0.0,0.05,0.14,0.15
2008-09-30,36.71,27.68,31.82,19.82,52.61,1.78,2.1,21.48,0.0,0.05,0.14,0.15
2008-10-01,36.08,28.92,32.22,20.07,51.3,1.98,2.31,21.01,0.0,0.05,0.14,0.15
2008-10-02,36.55,28.87,32.13,21.36,56.69,3.08,3.62,21.29,0.0,0.05,0.14,0.15
2008-10-03,35.49,28.19,31.39,22.03,60.68,2.54,2.99,21.22,0.0,0.05,0.14,0.15
2008-10-04,36.38,27.74,31.75,20.31,53.37,1.74,2.07,20.21,0.0,0.05,0.14,0.15
2008-10-05,36.21,29.39,32.04,20.74,53.04,2.71,3.13,19.27,0.0,0.05,0.14,0.15
2008-10-06,35.18,28.77,31.42,21.49,57.34,4.22,5.01,20.36,0.0,0.05,0.14,0.15
2008-10-07,35.42,28.29,31.32,22.39,61.2,3.88,4.64,21.01,0.0,0.05,0.14,0.15
2008-10-08,36.04,27.77,31.15,21.06,58.78,3.08,3.72,20.73,0.0,0.05,0.14,0.15
2008-10-09,36.59,27.64,31.59,18.22,49.5,2.12,2.54,20.54,0.0,0.05,0.14,0.15
2008-10-10,36.45,27.98,31.54,16.81,45.08,1.82,2.15,19.63,0.0,0.05,0.14,0.15
2008-10-11,36.83,27.85,31.71,15.95,42.59,1.47,1.78,19.79,0.0,0.05,0.14,0.15
2008-10-12,36.87,27.41,31.68,18.62,49.13,2.15,2.63,19.65,0.0,0.05,0.14,0.15
2008-10-13,35.73,27.96,31.28,18.11,49.29,2.14,2.6,19.53,0.0,0.05,0.14,0.15
2008-10-14,35.65,27.17,30.85,20.46,59.48,2.64,3.19,20.5,0.0,0.05,0.14,0.15
2008-10-15,37.83,27.56,32.45,16.98,46.36,2.13,2.66,19.53,0.0,0.05,0.14,0.15
2008-10-16,38.74,28.2,32.8,12.54,33.57,1.92,2.41,20.02,0.0,0.05,0.14,0.15
2008-10-17,36.36,25.54,30.79,17.05,48.8,2.43,2.99,19.23,0.0,0.05,0.14,0.15
2008-10-18,35.06,25.58,30.11,17.74,52.44,2.12,2.56,19.11,0.0,0.05,0.14,0.15
2008-10-19,35.48,26.06,30.17,15.81,46.18,1.59,1.88,18.71,0.0,0.05,0.14,0.15
2008-10-20,35.47,24.78,29.87,15.81,47.73,2.06,2.57,18.84,0.0,0.05,0.14,0.15
2008-10-21,35.29,24.5,29.6,15.11,46.57,2.97,3.59,18.72,0.0,0.05,0.14,0.15
2008-10-22,34.36,24.96,29.42,18.04,53.34,2.63,3.17,18.51,0.0,0.05,0.14,0.15
2008-10-23,34.42,24.42,29.35,15.22,46.47,1.83,2.3,18.82,0.29,0.06,0.14,0.15
2008-10-24,35.47,25.99,30.29,13.74,39.74,1.74,2.24,18.65,0.0,0.06,0.14,0.15
2008-10-25,34.72,25.13,29.64,13.46,40.49,2.03,2.54,18.8,0.0,0.06,0.14,0.15
2008-10-26,34.0,26.42,29.86,19.43,56.73,2.61,3.06,18.03,0.0,0.06,0.14,0.15
2008-10-27,33.74,26.64,29.7,21.89,65.74,3.29,3.93,18.12,0.0,0.06,0.14,0.15
2008-10-28,32.46,26.72,29.25,22.39,68.01,4.27,5.18,17.55,0.0,0.06,0.14,0.15
2008-10-29,32.84,26.67,29.32,19.24,57.19,3.41,4.19,17.97,0.0,0.06,0.14,0.15
2008-10-30,34.15,25.39,29.45,16.39,49.28,1.67,2.04,18.71,0.0,0.06,0.14,0.15
2008-10-31,34.64,24.88,29.16,18.3,57.85,2.78,3.39,17.85,0.0,0.06,0.14,0.15
2008-11-01,32.96,25.08,28.95,18.07,55.41,1.94,2.4,17.34,0.0,0.06,0.14,0.15
2008-11-02,33.95,26.79,30.13,17.97,50.26,1.95,2.35,15.83,0.0,0.06,0.14,0.15
2008-11-03,34.41,24.84,29.49,16.01,48.11,2.12,2.67,16.87,0.0,0.06,0.14,0.15
2008-11-04,33.46,24.76,28.53,13.25,42.27,2.36,2.91,17.64,0.0,0.06,0.14,0.15
2008-11-05,32.1,26.07,28.73,19.79,60.05,2.71,3.22,17.62,0.0,0.06,0.14,0.15
2008-11-06,31.1,25.96,28.07,19.94,62.64,2.91,3.51,16.85,0.0,0.06,0.14,0.15
2008-11-07,30.97,25.8,27.88,18.41,57.65,2.97,3.59,17.14,0.0,0.06,0.14,0.15
2008-11-08,30.19,25.36,27.49,19.55,62.64,2.88,3.46,15.84,0.0,0.06,0.14,0.15
2008-11-09,30.86,25.23,27.57,18.28,57.89,2.51,3.05,17.06,0.0,0.06,0.14,0.15
2008-11-10,31.54,25.71,27.99,16.67,51.39,1.59,1.89,16.46,0.0,0.06,0.14,0.15
2008-11-11,31.64,25.55,28.08,15.39,48.09,2.34,2.82,16.56,0.0,0.06,0.14,0.15
2008-11-12,31.32,25.14,27.86,14.65,45.58,2.22,2.67,15.39,0.0,0.06,0.14,0.15
2008-11-13,29.77,23.24,26.18,12.19,43.54,3.08,3.68,15.86,0.0,0.06,0.14,0.15
2008-11-14,29.58,22.66,25.61,11.24,41.7,2.23,2.75,15.92,0.0,0.06,0.14,0.15
2008-11-15,30.39,22.44,25.92,14.05,49.16,2.31,2.81,13.6,0.0,0.06,0.14,0.15
2008-11-16,27.97,23.63,25.54,15.69,54.84,3.04,3.62,14.33,0.53,0.07,0.15,0.15
2008-11-17,27.72,23.56,25.35,13.4,47.93,1.05,1.24,14.29,0.17,0.09,0.15,0.15
2008-11-18,27.55,23.34,24.86,13.82,50.91,2.32,2.8,16.37,0.0,0.09,0.15,0.15
2008-11-19,28.98,21.73,24.91,10.54,41.89,2.42,2.91,16.65,0.0,0.09,0.15,0.15
2008-11-20,30.07,20.45,24.78,9.48,40.61,1.9,2.41,16.88,0.0,0.09,0.15,0.15
2008-11-21,29.12,20.87,24.65,10.26,42.15,1.6,1.96,16.38,0.0,0.08,0.15,0.15
2008-11-22,28.84,22.83,25.1,13.9,51.55,1.2,1.44,16.03,0.0,0.08,0.15,0.15
2008-11-23,28.8,21.81,24.99,16.4,60.6,1.67,2.03,15.99,0.0,0.08,0.15,0.15
2008-11-24,28.56,23.09,25.22,16.08,57.95,2.51,2.99,15.32,0.0,0.08,0.15,0.15
2008-11-25,28.46,22.81,25.47,18.0,64.22,5.32,6.52,15.29,0.0,0.08,0.15,0.15
2008-11-26,27.25,22.84,24.77,16.56,60.97,3.82,4.61,14.95,0.09,0.08,0.15,0.15
2008-11-27,26.31,22.11,23.88,16.99,65.89,2.87,3.44,12.81,0.57,0.1,0.15,0.15
2008-11-28,27.63,21.71,24.24,16.02,62.09,1.83,2.21,14.21,0.23,0.12,0.15,0.15
2008-11-29,28.74,21.78,24.64,15.94,61.0,3.66,4.42,10.74,0.22,0.12,0.15,0.15
2008-11-30,29.92,20.54,24.6,13.69,54.41,1.99,2.47,15.09,0.0,0.12,0.15,0.15
2008-12-01,28.32,20.78,23.87,15.35,60.75,2.57,3.04,12.66,0.13,0.11,0.15,0.15
2008-12-02,24.66,21.2,22.76,15.84,65.48,3.85,4.58,13.55,0.24,0.12,0.15,0.15
2008-12-03,23.8,20.78,22.07,13.26,57.96,3.76,4.55,10.69,0.16,0.12,0.15,0.15
2008-12-04,23.79,19.97,21.56,13.7,61.33,2.69,3.27,9.25,1.68,0.16,0.15,0.15
2008-12-05,23.49,19.12,21.1,11.43,54.5,2.35,2.92,12.21,0.81,0.18,0.15,0.15
2008-12-06,22.52,19.0,20.55,10.91,54.44,2.16,2.64,10.29,1.42,0.2,0.16,0.16
2008-12-07,23.79,18.96,20.98,9.85,49.6,2.46,3.01,14.7,1.53,0.21,0.16,0.16
2008-12-08,24.5,19.5,21.6,9.22,45.75,1.57,1.92,14.74,0.0,0.18,0.16,0.16
2008-12-09,24.84,20.18,21.91,11.39,51.93,1.72,2.06,15.09,0.0,0.17,0.16,0.16
2008-12-10,24.72,19.7,21.52,13.01,59.05,1.82,2.18,14.96,0.0,0.16,0.16,0.16
2008-12-11,25.14,19.86,21.86,15.89,69.49,2.1,2.55,14.82,0.0,0.15,0.16,0.16
2008-12-12,24.94,19.71,21.83,15.23,67.28,3.25,4.01,14.81,0.0,0.15,0.16,0.16
2008-12-13,24.75,20.16,21.99,16.21,70.23,3.7,4.55,13.57,0.0,0.14,0.16,0.16
2008-12-14,25.46,19.34,22.13,15.15,65.73,2.18,2.6,14.27,0.0,0.14,0.15,0.16
2008-12-15,23.56,20.07,21.81,15.7,68.57,3.02,3.57,12.1,0.02,0.13,0.15,0.16
2008-12-16,23.05,19.52,21.0,12.54,59.42,6.38,7.7,12.25,0.01,0.13,0.15,0.16
2008-12-17,21.75,17.5,20.27,11.1,56.15,5.6,6.68,10.47,1.91,0.16,0.15,0.16
2008-12-18,21.51,16.09,18.61,9.44,55.8,2.76,3.45,14.19,0.46,0.19,0.16,0.16
2008-12-19,21.62,17.03,18.89,7.89,49.3,2.42,2.98,13.07,0.17,0.17,0.16,0.16
2008-12-20,22.06,17.16,19.07,6.54,44.57,2.43,2.9,14.5,0.0,0.16,0.16,0.16
2008-12-21,23.52,15.6,19.03,5.65,44.19,2.98,3.65,14.84,0.0,0.15,0.16,0.16
2008-12-22,26.61,16.37,20.73,6.45,41.62,2.26,2.87,14.93,0.0,0.14,0.16,0.16
2008-12-23,27.17,17.46,21.69,7.92,43.13,1.78,2.24,15.05,0.0,0.13,0.16,0.16
2008-12-24,24.84,19.01,21.22,13.26,62.04,1.79,2.16,14.66,0.0,0.13,0.16,0.16
2008-12-25,24.38,17.94,20.54,14.47,70.29,2.95,3.63,15.0,0.0,0.12,0.16,0.16
2008-12-26,23.9,17.46,20.08,14.56,72.09,3.11,3.84,15.06,0.01,0.12,0.16,0.16
2008-12-27,23.26,16.26,19.42,16.6,85.18,2.46,3.05,14.21,0.0,0.12,0.16,0.16
2008-12-28,24.8,18.15,20.94,16.75,79.22,3.66,4.53,14.24,0.0,0.12,0.16,0.16
2008-12-29,24.59,18.23,21.08,17.34,80.4,2.77,3.46,13.96,0.0,0.12,0.16,0.16
2008-12-30,25.73,18.84,21.82,16.84,75.09,2.13,2.59,13.7,0.0,0.12,0.16,0.16
2008-12-31,25.99,19.73,22.01,16.7,73.9,2.15,2.55,13.73,0.01,0.12,0.16,0.16
2009-01-01,26.76,18.67,22.03,13.74,62.92,1.38,1.61,14.9,0.0,0.12,0.16,0.16
2009-01-02,27.51,19.03,22.33,12.58,57.88,3.78,4.52,14.32,0.0,0.11,0.16,0.16
2009-01-03,22.27,17.16,20.09,12.05,61.31,6.6,7.93,14.23,0.0,0.11,0.16,0.16
2009-01-04,20.89,16.08,18.33,11.28,64.02,4.7,5.67,12.83,0.0,0.11,0.16,0.16
2009-01-05,21.83,16.8,18.97,10.95,60.27,4.45,5.46,14.77,0.0,0.11,0.16,0.16
2009-01-06,21.09,16.3,18.5,10.45,60.25,4.43,5.41,14.56,0.0,0.11,0.16,0.16
2009-01-07,22.37,16.64,18.9,11.65,63.81,2.18,2.69,14.82,0.0,0.11,0.15,0.16
2009-01-08,22.53,16.34,19.15,13.49,70.73,2.63,3.27,11.63,0.0,0.11,0.15,0.16
2009-01-09,22.47,17.37,19.37,12.27,64.64,2.94,3.61,14.88,0.0,0.11,0.15,0.16
2009-01-10,22.44,16.59,19.2,11.36,61.65,2.85,3.47,14.96,0.0,0.11,0.15,0.16
2009-01-11,23.31,18.43,20.68,9.48,49.94,2.26,2.74,13.44,0.0,0.11,0.15,0.16
2009-01-12,22.41,17.89,19.99,12.45,62.66,1.71,2.06,10.55,2.04,0.14,0.16,0.16
2009-01-13,20.7,17.0,18.57,14.25,76.37,2.1,2.55,7.5,5.47,0.26,0.17,0.17
2009-01-14,20.65,17.01,18.69,10.88,60.87,1.84,2.18,13.57,2.37,0.24,0.17,0.17
2009-01-15,19.17,16.64,17.68,8.66,56.12,1.9,2.19,12.88,4.74,0.28,0.18,0.18
2009-01-16,20.71,16.67,18.28,6.54,46.66,1.77,2.1,13.48,0.0,0.22,0.18,0.18
2009-01-17,21.31,17.0,18.85,6.16,44.02,1.1,1.32,16.09,0.0,0.2,0.18,0.18
2009-01-18,22.0,15.07,18.37,6.82,48.17,1.82,2.29,14.96,0.0,0.18,0.18,0.18
2009-01-19,21.71,16.32,18.29,10.54,61.84,2.65,3.3,7.38,3.15,0.22,0.18,0.18
2009-01-20,20.62,13.97,17.52,9.32,59.63,1.91,2.34,14.43,0.34,0.23,0.18,0.18
2009-01-21,21.04,16.46,18.26,11.16,63.83,2.09,2.5,15.99,0.03,0.2,0.18,0.18
2009-01-22,21.18,15.78,18.05,10.5,62.44,3.64,4.52,14.67,0.0,0.19,0.18,0.18
2009-01-23,20.43,15.25,17.39,11.06,67.67,4.45,5.36,11.13,7.74,0.23,0.18,0.18
2009-01-24,18.7,14.11,16.32,9.09,63.5,4.55,5.46,13.88,2.01,0.28,0.2,0.2
2009-01-25,20.66,14.21,17.28,11.45,69.37,2.73,3.38,16.41,0.0,0.23,0.2,0.2
2009-01-26,21.69,15.79,18.37,12.5,69.84,3.25,4.01,17.04,0.0,0.21,0.2,0.2
2009-01-27,22.11,16.6,18.67,12.79,69.83,2.94,3.59,17.34,0.0,0.2,0.19,0.2
2009-01-28,22.57,15.64,18.75,14.22,76.51,3.9,4.82,16.66,0.0,0.2,0.19,0.2
2009-01-29,23.0,17.33,19.8,13.9,69.84,2.43,3.01,16.12,0.0,0.2,0.19,0.2
2009-01-30,25.36,17.43,20.59,12.23,61.73,1.39,1.74,17.16,0.0,0.19,0.19,0.2
2009-01-31,25.84,16.13,20.65,11.32,59.6,2.16,2.74,17.49,0.0,0.19,0.19,0.2
2009-02-01,27.67,17.39,21.99,11.83,56.82,1.75,2.21,17.1,0.0,0.18,0.19,0.19
2009-02-02,23.81,17.93,20.26,13.47,66.22,4.78,5.81,16.94,0.0,0.18,0.19,0.19
2009-02-03,22.33,16.87,19.36,12.64,66.31,5.84,7.11,17.75,0.0,0.18,0.19,0.19
2009-02-04,21.86,17.2,19.2,11.46,61.51,6.25,7.56,18.65,0.0,0.18,0.19,0.19
2009-02-05,23.58,16.69,19.92,11.02,57.43,1.72,2.13,17.71,0.0,0.18,0.19,0.19
2009-02-06,24.65,15.15,19.72,10.91,58.81,2.14,2.64,17.47,0.0,0.18,0.19,0.19
2009-02-07,25.15,16.79,20.86,12.44,60.9,2.64,3.21,15.79,0.01,0.18,0.19,0.19
2009-02-08,25.04,18.61,21.43,13.27,61.32,1.66,1.97,16.26,0.04,0.18,0.18,0.19
2009-02-09,24.87,18.28,20.91,13.81,66.31,3.09,3.72,18.05,0.0,0.18,0.18,0.19
2009-02-10,25.57,17.0,20.48,13.15,67.41,1.36,1.63,17.25,0.0,0.18,0.18,0.19
2009-02-11,27.96,17.01,22.32,10.54,52.51,3.21,4.05,17.79,0.0,0.17,0.18,0.19
2009-02-12,21.39,17.97,19.72,10.53,56.27,7.71,9.26,16.97,0.0,0.17,0.18,0.19
2009-02-13,22.17,16.56,19.01,11.64,63.35,3.57,4.33,16.41,0.0,0.17,0.18,0.19
2009-02-14,24.15,16.47,19.68,11.2,60.39,1.15,1.42,17.76,0.0,0.17,0.18,0.18
2009-02-15,25.58,16.7,20.59,11.62,58.55,1.49,1.81,16.5,0.0,0.17,0.18,0.18
2009-02-16,25.65,17.82,21.55,11.83,56.69,1.94,2.46,15.5,0.0,0.16,0.18,0.18
2009-02-17,28.57,19.52,23.17,13.14,57.08,1.58,2.16,15.13,0.09,0.16,0.18,0.18
2009-02-18,26.34,19.3,22.35,14.69,64.21,2.37,3.03,17.46,0.02,0.16,0.18,0.18
2009-02-19,23.59,17.91,20.31,15.57,75.9,3.59,4.33,17.44,0.0,0.16,0.18,0.18
2009-02-20,24.63,16.53,20.02,13.75,70.07,2.34,2.8,18.97,0.0,0.16,0.18,0.18
2009-02-21,27.82,17.61,21.93,9.83,50.54,2.04,2.57,18.89,0.0,0.15,0.18,0.18
2009-02-22,29.53,19.7,24.21,11.64,48.67,2.71,3.53,17.53,0.0,0.14,0.18,0.18
2009-02-23,29.08,20.45,24.06,13.15,54.0,3.06,3.83,19.03,0.0,0.14,0.17,0.18
2009-02-24,29.99,20.32,24.28,14.39,58.49,1.84,2.18,18.64,0.0,0.13,0.17,0.18
2009-02-25,30.82,21.86,25.51,11.77,45.69,2.46,3.15,18.88,0.0,0.13,0.17,0.18
2009-02-26,30.82,21.93,25.55,10.9,42.3,2.54,3.19,19.55,0.0,0.12,0.17,0.18
2009-02-27,33.0,22.68,27.29,11.16,39.34,1.97,2.64,19.8,0.0,0.12,0.17,0.18
2009-02-28,33.11,22.73,27.58,10.45,37.43,4.54,5.85,19.61,0.07,0.12,0.17,0.18
2009-03-01,32.31,21.16,25.59,10.62,43.46,4.04,5.0,15.9,0.03,0.11,0.17,0.18
2009-03-02,24.33,19.05,21.36,13.21,61.18,7.05,8.52,15.09,0.44,0.12,0.17,0.18
2009-03-03,22.45,17.64,19.82,9.9,53.86,5.26,6.28,18.77,0.0,0.13,0.17,0.18
2009-03-04,23.01,17.16,19.82,12.01,62.56,5.18,6.21,21.92,0.0,0.12,0.17,0.18
2009-03-05,24.01,19.14,20.87,11.59,57.69,5.72,6.95,20.11,0.0,0.12,0.17,0.18
2009-03-06,24.04,19.04,21.09,11.56,55.79,6.45,7.76,22.35,0.0,0.12,0.17,0.17
2009-03-07,24.92,18.16,20.96,12.73,61.51,3.05,3.71,22.68,0.0,0.12,0.17,0.17
2009-03-08,29.25,17.66,22.88,11.37,52.29,1.42,1.69,23.13,0.0,0.11,0.17,0.17
2009-03-09,30.86,18.87,24.21,9.71,47.11,1.61,1.99,23.2,0.0,0.11,0.17,0.17
