date,tmax_c,tmin_c,tmean_c,dewpoint_c,rh_mean_pct,wind_2m_ms,wind_10m_ms,solar_mj,rainfall_mm,wetness_top,wetness_root,wetness_prof
2001-07-26,40.81,31.85,36.35,20.98,42.73,4.55,5.45,23.25,0.0,0.06,0.15,0.15
2001-07-27,41.25,29.8,35.74,21.68,47.9,4.13,4.93,24.77,0.0,0.06,0.15,0.15
2001-07-28,41.78,31.55,36.8,20.58,41.72,3.0,3.55,24.19,0.0,0.06,0.15,0.15
2001-07-29,42.15,32.82,37.73,19.69,38.28,4.08,4.94,23.5,0.0,0.06,0.15,0.15
2001-07-30,41.93,32.97,37.35,18.72,35.48,4.86,5.85,24.18,0.0,0.06,0.15,0.15
2001-07-31,41.37,31.35,35.91,20.17,42.01,6.26,7.47,23.18,0.0,0.06,0.15,0.15
2001-08-01,39.74,28.71,34.17,21.13,50.58,4.5,5.37,24.75,0.0,0.06,0.15,0.15
2001-08-02,38.77,28.65,33.89,20.02,48.43,3.67,4.29,25.83,0.0,0.05,0.15,0.15
2001-08-03,38.4,29.82,34.11,24.3,60.21,2.5,2.93,26.21,0.0,0.05,0.15,0.15
2001-08-04,39.04,30.38,34.16,24.34,59.5,5.75,6.84,24.72,0.02,0.06,0.15,0.15
2001-08-05,37.8,29.39,33.27,22.16,54.74,5.7,6.76,23.77,0.0,0.06,0.15,0.15
2001-08-06,38.28,28.9,33.68,20.96,49.8,3.35,3.9,23.92,0.0,0.06,0.15,0.15
2001-08-07,39.71,30.57,34.85,21.19,47.01,2.5,2.91,24.23,0.0,0.06,0.15,0.15
2001-08-08,39.64,31.83,35.06,22.36,49.71,2.84,3.3,24.52,0.0,0.06,0.15,0.15
2001-08-09,40.32,32.07,35.7,22.0,47.26,2.38,2.79,25.24,0.0,0.06,0.15,0.15
2001-08-10,38.79,33.2,35.64,20.52,43.53,2.35,2.72,24.58,0.0,0.06,0.15,0.15
2001-08-11,41.78,32.76,37.15,20.91,41.67,1.93,2.36,24.12,0.0,0.06,0.15,0.15
2001-08-12,38.27,31.24,35.0,22.88,51.23,4.49,5.3,23.15,0.0,0.05,0.15,0.15
2001-08-13,40.14,30.96,35.55,21.62,47.45,3.27,3.83,23.07,0.0,0.05,0.15,0.15
2001-08-14,43.09,33.5,38.06,17.29,32.46,2.59,3.26,23.65,0.0,0.05,0.15,0.15
2001-08-15,42.22,32.65,37.41,14.98,29.15,2.7,3.45,26.04,0.0,0.05,0.15,0.15
2001-08-16,40.88,32.5,36.17,16.67,34.06,1.83,2.22,26.27,0.0,0.05,0.15,0.15
2001-08-17,40.39,32.12,36.13,20.71,43.04,1.51,1.86,25.92,0.0,0.05,0.15,0.15
2001-08-18,42.18,31.07,36.78,18.94,39.55,2.22,2.83,26.03,0.0,0.05,0.15,0.15
2001-08-19,42.88,31.37,37.21,16.54,33.73,2.01,2.58,25.27,0.01,0.05,0.15,0.15
2001-08-20,43.12,32.91,37.62,15.16,29.21,1.83,2.29,25.69,0.0,0.05,0.15,0.15
2001-08-21,42.75,32.2,37.33,18.12,35.17,2.26,2.81,25.06,0.0,0.05,0.14,0.15
2001-08-22,41.29,30.77,35.91,20.5,44.08,2.48,2.93,25.45,0.0,0.05,0.14,0.15
2001-08-23,42.53,30.68,36.75,18.34,42.63,2.33,2.89,25.4,0.0,0.04,0.14,0.15
2001-08-24,40.9,29.83,35.3,22.11,49.63,3.56,4.28,24.78,0.0,0.04,0.14,0.15
2001-08-25,40.56,29.2,34.27,22.54,55.01,4.78,5.64,24.67,0.0,0.04,0.14,0.15
2001-08-26,39.49,28.84,33.9,21.88,53.1,4.16,4.83,23.95,0.0,0.04,0.14,0.15
2001-08-27,38.39,29.43,33.74,20.07,48.83,2.9,3.35,24.24,0.0,0.04,0.14,0.15
2001-08-28,37.91,29.82,33.66,20.25,48.18,2.18,2.57,24.21,0.0,0.04,0.14,0.15
2001-08-29,39.98,29.64,34.43,21.64,51.14,1.89,2.25,24.78,0.0,0.04,0.14,0.15
2001-08-30,38.68,30.01,34.02,23.8,59.47,2.7,3.14,23.6,0.0,0.04,0.14,0.15
2001-08-31,37.45,30.16,33.46,26.7,70.61,4.4,5.21,22.97,0.0,0.05,0.14,0.15
2001-09-01,36.92,31.18,33.49,27.12,71.15,2.7,3.29,22.85,0.0,0.05,0.14,0.15
2001-09-02,39.51,30.07,34.43,24.62,59.71,3.31,3.95,22.11,0.0,0.05,0.14,0.15
2001-09-03,39.29,30.66,34.66,24.38,57.64,3.39,3.93,22.6,0.0,0.05,0.14,0.15
2001-09-04,38.63,31.51,34.56,22.91,52.73,3.05,3.53,22.46,0.0,0.05,0.14,0.15
2001-09-05,37.66,29.24,33.14,23.16,59.93,4.38,5.16,23.98,0.0,0.05,0.14,0.15
2001-09-06,36.98,30.08,33.09,25.41,66.93,4.33,5.1,23.33,0.0,0.05,0.14,0.15
2001-09-07,38.06,29.66,33.36,24.99,64.18,2.04,2.37,22.65,0.0,0.05,0.14,0.15
2001-09-08,40.01,29.99,34.57,21.61,50.19,1.72,2.04,22.61,0.0,0.05,0.14,0.15
2001-09-09,39.07,28.98,33.66,21.42,51.57,1.87,2.14,22.66,0.0,0.05,0.14,0.15
2001-09-10,39.27,29.69,34.01,22.49,53.49,2.4,2.72,22.06,0.0,0.05,0.14,0.15
2001-09-11,37.39,30.88,33.61,23.9,59.47,2.63,3.0,21.67,0.0,0.05,0.14,0.15
2001-09-12,37.36,29.41,32.95,25.06,66.68,2.49,2.84,20.94,0.0,0.05,0.14,0.15
2001-09-13,35.69,29.37,32.35,24.97,66.71,2.19,2.51,21.32,0.0,0.05,0.14,0.15
2001-09-14,34.56,29.03,31.34,24.09,66.76,3.92,4.51,21.44,0.0,0.05,0.14,0.15
2001-09-15,37.53,28.37,32.48,22.36,59.25,2.72,3.19,21.7,0.0,0.05,0.14,0.15
2001-09-16,38.72,28.01,33.2,21.02,53.41,2.81,3.28,22.14,0.08,0.05,0.14,0.15
2001-09-17,37.62,27.98,32.43,21.15,54.8,3.16,3.63,22.31,0.0,0.05,0.14,0.15
2001-09-18,36.36,28.99,32.33,23.96,63.34,3.17,3.65,21.64,0.0,0.05,0.14,0.15
2001-09-19,35.31,29.41,31.83,24.09,65.29,2.02,2.33,21.08,0.0,0.05,0.14,0.15
2001-09-20,37.86,29.4,33.04,21.6,53.72,2.22,2.63,20.85,0.0,0.05,0.14,0.15
2001-09-21,37.64,29.0,33.15,20.98,51.99,3.46,4.08,20.93,0.0,0.05,0.14,0.15
2001-09-22,37.73,28.82,32.79,19.96,49.31,3.18,3.73,21.42,0.0,0.05,0.14,0.15
2001-09-23,38.85,29.78,33.87,18.82,46.57,2.64,3.24,21.45,0.0,0.05,0.14,0.15
2001-09-24,37.34,29.08,32.78,21.68,56.12,2.38,2.8,22.07,0.0,0.05,0.14,0.15
2001-09-25,36.98,29.4,32.85,21.86,55.8,2.1,2.41,21.67,0.0,0.05,0.14,0.15
2001-09-26,38.56,28.71,33.05,21.05,54.09,1.72,1.99,22.37,0.0,0.05,0.14,0.15
2001-09-27,39.03,28.73,33.45,19.35,49.05,1.68,1.99,22.44,0.0,0.05,0.14,0.15
2001-09-28,38.72,27.73,32.81,19.11,50.51,2.86,3.41,22.21,0.0,0.05,0.14,0.15
2001-09-29,37.5,29.56,32.62,21.97,57.81,3.2,3.74,21.4,0.0,0.05,0.14,0.15
2001-09-30,36.76,28.11,31.71,24.53,69.4,2.9,3.39,20.85,0.0,0.05,0.14,0.15
2001-10-01,37.79,27.57,31.75,23.47,65.89,2.1,2.43,20.42,0.0,0.05,0.14,0.15
2001-10-02,36.38,27.88,31.71,22.78,61.84,2.68,3.08,20.44,0.0,0.05,0.14,0.15
2001-10-03,34.51,28.76,30.93,22.01,60.35,3.5,4.06,20.3,0.0,0.05,0.14,0.15
2001-10-04,35.76,28.38,31.33,20.22,53.08,2.36,2.77,20.34,0.0,0.05,0.14,0.15
2001-10-05,35.87,28.83,31.82,20.21,52.65,2.02,2.36,19.65,0.13,0.05,0.14,0.15
2001-10-06,35.8,29.21,31.66,21.34,56.48,2.25,2.66,19.6,0.0,0.06,0.14,0.15
2001-10-07,36.42,28.71,31.77,21.36,57.62,2.15,2.53,20.57,0.0,0.06,0.14,0.15
2001-10-08,36.13,28.61,31.72,21.28,58.48,2.14,2.48,20.34,0.0,0.06,0.14,0.15
2001-10-09,36.6,28.49,31.71,21.61,59.89,2.17,2.53,20.46,0.0,0.06,0.14,0.15
2001-10-10,38.09,28.12,32.61,16.36,45.11,2.82,3.52,19.52,0.0,0.06,0.14,0.15
2001-10-11,35.75,27.41,31.31,12.82,34.85,3.27,4.12,18.65,0.0,0.05,0.14,0.15
2001-10-12,35.32,26.06,30.33,12.83,36.91,2.74,3.41,19.81,0.0,0.05,0.14,0.15
2001-10-13,35.33,25.22,30.01,11.78,36.13,2.73,3.41,20.72,0.0,0.05,0.14,0.15
2001-10-14,35.03,24.16,29.22,10.81,36.08,2.27,2.79,19.84,0.0,0.05,0.14,0.15
2001-10-15,34.58,25.38,29.53,11.86,37.85,1.36,1.64,19.81,0.0,0.05,0.14,0.15
2001-10-16,35.15,25.45,29.92,16.03,47.45,1.91,2.26,19.0,0.0,0.05,0.14,0.15
2001-10-17,34.58,26.3,30.31,18.3,52.96,2.22,2.65,18.74,0.0,0.05,0.14,0.15
2001-10-18,34.85,28.1,30.97,16.22,43.6,2.66,3.21,18.98,0.0,0.05,0.14,0.15
2001-10-19,34.08,27.85,30.59,15.37,40.83,2.35,2.82,19.04,0.0,0.05,0.14,0.15
2001-10-20,33.7,27.72,30.2,17.14,47.69,3.01,3.56,18.84,0.0,0.05,0.14,0.15
2001-10-21,33.01,26.33,29.41,21.97,65.41,3.3,3.91,18.45,0.0,0.05,0.14,0.15
2001-10-22,34.09,25.96,29.57,20.9,63.1,1.88,2.19,18.24,0.0,0.05,0.14,0.15
2001-10-23,34.17,27.13,30.22,19.32,55.08,1.36,1.59,17.98,0.0,0.05,0.14,0.15
2001-10-24,34.33,27.01,30.32,17.97,50.51,1.47,1.74,18.35,0.0,0.05,0.14,0.15
2001-10-25,33.93,26.64,29.85,17.29,49.51,1.96,2.29,18.69,0.0,0.05,0.14,0.15
2001-10-26,34.01,26.31,29.66,18.93,55.77,2.19,2.58,18.44,0.0,0.05,0.14,0.15
2001-10-27,33.93,27.01,29.67,19.98,59.36,2.85,3.4,18.89,0.0,0.05,0.14,0.15
2001-10-28,33.83,25.79,29.29,21.76,66.42,1.83,2.14,18.07,0.02,0.05,0.14,0.15
2001-10-29,34.59,25.55,29.29,20.14,62.47,1.91,2.27,18.06,0.0,0.05,0.14,0.15
2001-10-30,32.65,24.71,28.23,21.73,70.2,2.54,2.99,17.74,0.0,0.05,0.14,0.15
2001-10-31,32.69,25.47,28.7,22.59,71.69,3.94,4.78,17.71,0.01,0.05,0.14,0.15
2001-11-01,32.53,25.78,28.87,21.2,65.58,4.33,5.29,18.04,0.21,0.06,0.15,0.15
2001-11-02,31.95,26.45,28.85,17.32,51.49,3.92,4.83,18.18,0.0,0.06,0.15,0.15
2001-11-03,32.54,24.48,28.29,14.94,46.35,1.7,2.01,17.62,0.0,0.06,0.15,0.15
2001-11-04,33.15,25.18,28.65,12.92,39.81,2.52,3.09,18.12,0.0,0.06,0.14,0.15
2001-11-05,33.98,23.03,28.26,9.55,35.06,3.06,3.79,18.59,0.0,0.06,0.14,0.15
2001-11-06,33.35,25.39,28.51,14.52,45.42,1.97,2.38,17.92,0.0,0.06,0.14,0.15
2001-11-07,32.02,25.35,27.96,18.07,57.35,2.02,2.41,17.58,0.0,0.06,0.14,0.15
2001-11-08,30.97,24.92,27.18,16.37,54.34,2.09,2.42,17.62,0.0,0.06,0.14,0.15
2001-11-09,30.93,25.01,27.26,18.51,59.77,2.23,2.62,16.76,0.0,0.06,0.14,0.15
2001-11-10,30.75,24.66,27.12,16.21,53.24,2.75,3.34,17.44,0.0,0.06,0.14,0.15
2001-11-11,30.87,22.98,26.35,14.48,49.92,3.08,3.72,17.3,0.0,0.06,0.14,0.15
2001-11-12,28.99,22.63,25.84,14.28,50.41,2.32,2.75,16.65,0.0,0.06,0.14,0.15
2001-11-13,31.37,23.33,26.93,17.02,57.29,3.43,4.16,15.92,0.39,0.07,0.15,0.15
2001-11-14,29.52,22.33,25.82,17.64,63.31,2.69,3.26,16.09,0.03,0.08,0.15,0.15
2001-11-15,30.14,24.03,26.65,15.93,53.42,2.78,3.45,16.74,0.0,0.08,0.15,0.15
2001-11-16,29.97,24.62,26.83,15.73,51.84,2.91,3.55,16.2,0.0,0.08,0.15,0.15
2001-11-17,29.5,23.75,26.41,14.5,49.77,2.77,3.37,15.87,0.02,0.08,0.15,0.15
2001-11-18,29.98,21.94,26.07,10.01,38.69,2.92,3.54,16.31,0.52,0.1,0.15,0.15
2001-11-19,29.93,22.02,25.58,13.21,49.06,3.53,4.37,15.6,0.06,0.1,0.15,0.15
2001-11-20,27.66,22.88,24.93,15.37,56.92,4.46,5.43,15.89,0.0,0.1,0.15,0.15
2001-11-21,25.38,20.91,22.97,14.83,60.75,3.8,4.59,16.56,0.0,0.1,0.15,0.15
2001-11-22,26.68,20.66,23.37,13.69,55.42,2.43,2.96,16.61,0.0,0.1,0.15,0.15
2001-11-23,27.42,21.97,24.29,16.93,64.28,2.92,3.54,15.77,0.0,0.1,0.15,0.15
2001-11-24,27.59,22.39,24.67,19.01,71.42,4.92,5.94,14.57,0.0,0.1,0.15,0.15
2001-11-25,26.23,21.99,23.9,14.74,57.19,4.43,5.39,15.95,0.0,0.1,0.15,0.15
2001-11-26,28.31,21.79,24.44,14.29,54.43,1.89,2.3,15.51,0.0,0.1,0.15,0.15
2001-11-27,27.83,21.1,24.13,14.05,55.16,1.45,1.68,15.51,0.0,0.1,0.15,0.15
2001-11-28,26.99,21.58,24.0,17.5,67.85,2.28,2.69,13.73,0.0,0.1,0.15,0.15
2001-11-29,24.93,21.71,23.27,19.84,81.32,2.18,2.67,12.48,0.0,0.1,0.15,0.15
2001-11-30,28.74,21.15,24.41,16.45,64.28,1.56,1.91,14.47,0.0,0.1,0.15,0.15
2001-12-01,29.19,20.94,24.81,16.42,63.32,1.75,2.25,13.97,0.0,0.1,0.15,0.15
2001-12-02,28.93,21.5,24.84,17.74,67.29,2.06,2.51,14.25,0.0,0.1,0.15,0.15
2001-12-03,28.76,22.61,25.21,17.47,63.11,1.98,2.31,14.2,0.0,0.1,0.15,0.15
2001-12-04,30.17,22.1,25.81,16.39,57.71,1.78,2.21,14.15,0.0,0.09,0.15,0.15
2001-12-05,29.67,21.89,25.41,14.39,52.9,2.66,3.3,13.77,0.0,0.09,0.15,0.15
2001-12-06,30.26,21.78,25.62,16.6,60.82,3.04,3.71,13.66,0.0,0.09,0.15,0.15
2001-12-07,30.47,22.94,26.21,16.33,56.37,1.94,2.42,13.88,0.0,0.09,0.15,0.15
2001-12-08,30.33,23.57,26.35,16.2,55.11,1.6,1.9,14.49,0.0,0.09,0.15,0.15
2001-12-09,29.24,23.34,25.72,18.83,66.67,2.77,3.41,13.56,0.0,0.09,0.15,0.15
2001-12-10,29.74,21.7,25.14,18.35,68.84,1.93,2.34,13.52,0.0,0.09,0.15,0.15
2001-12-11,27.87,22.53,24.87,18.33,68.69,1.74,2.08,13.8,0.0,0.09,0.15,0.15
2001-12-12,30.07,22.28,25.42,16.54,60.66,1.27,1.53,13.65,0.24,0.1,0.15,0.15
2001-12-13,30.35,21.86,25.82,16.56,61.1,2.51,3.06,12.55,0.98,0.12,0.15,0.15
2001-12-14,27.77,23.28,24.99,16.99,62.4,1.53,1.87,12.51,0.81,0.16,0.15,0.15
2001-12-15,27.64,22.85,24.8,16.23,60.07,1.93,2.3,9.76,0.0,0.15,0.15,0.15
2001-12-16,29.37,21.84,24.8,14.04,53.27,3.17,3.91,13.59,0.06,0.15,0.15,0.15
2001-12-17,27.08,21.35,23.9,16.36,63.95,2.18,2.67,13.74,0.29,0.15,0.15,0.15
2001-12-18,28.79,21.47,24.72,17.42,66.02,1.87,2.27,14.13,0.06,0.15,0.15,0.15
2001-12-19,28.47,21.06,24.37,16.66,65.33,1.56,1.95,14.07,0.0,0.14,0.15,0.15
2001-12-20,28.98,21.45,24.8,16.08,60.63,2.01,2.44,13.54,0.0,0.13,0.15,0.15
2001-12-21,28.43,21.68,24.49,16.63,63.64,2.24,2.76,12.71,0.0,0.13,0.15,0.15
2001-12-22,26.6,22.36,23.92,18.47,72.1,2.91,3.42,13.38,0.0,0.12,0.15,0.15
2001-12-23,27.32,21.9,24.0,16.26,63.76,3.52,4.38,14.09,0.0,0.12,0.15,0.15
2001-12-24,26.61,21.8,23.71,14.43,57.2,2.5,3.14,12.93,0.0,0.12,0.15,0.15
2001-12-25,26.06,21.61,23.41,18.04,72.6,3.94,4.85,14.15,0.0,0.12,0.15,0.15
2001-12-26,25.97,20.93,23.01,16.95,69.81,3.54,4.36,14.53,0.0,0.11,0.15,0.15
2001-12-27,26.41,20.25,22.84,14.17,59.84,1.74,2.11,14.52,0.0,0.11,0.15,0.15
2001-12-28,26.31,21.97,23.54,16.05,63.6,1.13,1.34,13.28,0.0,0.11,0.15,0.15
2001-12-29,26.62,20.89,23.3,16.12,65.64,1.89,2.28,14.16,0.0,0.11,0.15,0.15
2001-12-30,26.32,21.06,23.22,15.29,62.18,1.83,2.19,14.53,0.0,0.11,0.15,0.15
2001-12-31,27.0,21.4,23.62,13.17,53.69,1.64,1.99,14.7,0.0,0.11,0.15,0.15
2002-01-01,26.38,20.92,23.72,13.79,54.61,1.32,1.62,14.13,0.0,0.1,0.15,0.15
2002-01-02,27.32,21.42,23.96,13.1,52.08,2.25,2.74,13.24,0.02,0.1,0.15,0.15
2002-01-03,26.89,20.12,23.11,15.22,63.5,2.16,2.67,14.34,0.02,0.1,0.15,0.15
2002-01-04,26.57,19.94,22.87,15.07,62.62,2.28,2.76,14.2,0.0,0.1,0.15,0.15
2002-01-05,25.64,20.65,22.66,15.93,67.0,2.86,3.52,14.97,0.0,0.1,0.15,0.15
2002-01-06,26.15,20.47,22.85,13.37,56.94,1.38,1.67,14.99,0.0,0.1,0.15,0.15
2002-01-07,25.71,20.22,22.83,14.6,60.63,1.41,1.76,12.68,0.0,0.1,0.15,0.15
2002-01-08,26.89,20.16,23.7,15.68,62.82,2.66,3.27,9.68,0.12,0.1,0.15,0.15
2002-01-09,27.6,20.88,23.65,15.8,62.95,2.47,2.99,12.06,0.96,0.12,0.15,0.15
2002-01-10,27.01,20.98,23.68,17.73,70.33,3.94,4.71,9.44,1.1,0.17,0.15,0.15
2002-01-11,28.23,21.89,24.43,17.36,66.77,3.62,4.39,12.26,0.12,0.16,0.15,0.15
2002-01-12,24.35,20.61,22.19,16.67,71.36,5.03,5.92,5.27,1.07,0.17,0.15,0.15
2002-01-13,21.22,17.48,19.67,13.6,68.37,6.21,7.34,9.82,2.79,0.23,0.16,0.16
2002-01-14,20.64,17.32,18.87,12.2,65.51,4.5,5.31,9.66,0.01,0.19,0.16,0.16
2002-01-15,23.07,17.02,19.77,8.05,47.9,3.36,4.07,14.6,0.5,0.18,0.16,0.16
2002-01-16,22.04,16.66,19.29,9.64,54.38,2.66,3.15,14.48,0.06,0.16,0.16,0.16
2002-01-17,22.7,17.93,19.9,10.84,56.73,3.44,4.23,15.5,0.03,0.16,0.16,0.16
2002-01-18,22.88,17.93,20.07,9.44,50.9,1.94,2.38,13.69,0.34,0.16,0.16,0.16
2002-01-19,23.08,18.01,20.21,9.82,51.97,1.78,2.14,16.11,0.0,0.15,0.16,0.16
2002-01-20,22.53,17.67,19.76,10.87,57.22,2.33,2.77,14.6,0.17,0.15,0.16,0.16
2002-01-21,22.8,16.89,19.65,11.78,61.47,3.23,3.87,15.41,0.0,0.14,0.16,0.16
2002-01-22,23.29,15.8,19.4,10.22,57.18,4.85,5.83,15.37,0.0,0.14,0.16,0.16
2002-01-23,21.85,17.17,19.25,11.37,61.07,4.81,5.82,15.53,0.0,0.13,0.16,0.16
2002-01-24,23.07,17.77,19.97,8.88,50.49,6.31,7.7,16.14,0.0,0.13,0.16,0.16
2002-01-25,22.83,16.33,19.24,7.04,46.44,3.21,3.99,16.98,0.0,0.12,0.16,0.16
2002-01-26,23.37,17.0,19.39,5.72,42.08,2.71,3.31,17.14,0.0,0.12,0.16,0.16
2002-01-27,23.16,16.85,19.42,5.42,41.19,1.81,2.22,17.59,0.0,0.11,0.16,0.16
2002-01-28,24.64,16.68,20.18,7.46,45.53,2.19,2.64,17.24,0.0,0.11,0.16,0.16
2002-01-29,24.62,15.84,19.82,8.33,49.55,2.31,2.81,17.09,0.0,0.11,0.16,0.16
2002-01-30,24.87,18.39,20.93,11.45,56.29,2.55,3.0,15.8,0.0,0.11,0.16,0.16
2002-01-31,20.73,17.47,19.08,10.89,59.78,7.29,8.76,17.03,0.0,0.11,0.16,0.16
2002-02-01,22.22,16.25,18.91,8.83,53.48,4.38,5.32,18.47,0.0,0.11,0.16,0.16
2002-02-02,24.05,16.75,19.69,10.4,56.9,1.93,2.38,18.39,0.0,0.11,0.16,0.16
2002-02-03,23.17,16.0,19.07,11.03,62.14,2.78,3.3,15.12,0.0,0.1,0.16,0.16
2002-02-04,22.87,17.26,19.82,13.08,66.46,5.6,6.78,17.29,0.0,0.1,0.15,0.16
2002-02-05,24.17,17.28,20.5,9.58,51.0,3.47,4.25,17.07,0.0,0.1,0.15,0.16
2002-02-06,24.1,16.64,19.97,4.37,38.53,2.69,3.3,19.05,0.0,0.1,0.15,0.16
2002-02-07,24.1,15.84,19.59,5.01,40.72,1.65,2.01,18.96,0.0,0.1,0.15,0.16
2002-02-08,23.63,17.08,19.71,11.86,61.8,3.25,3.93,17.91,0.0,0.1,0.15,0.16
2002-02-09,23.32,15.37,19.04,10.67,60.62,3.43,4.15,17.52,0.0,0.1,0.15,0.16
2002-02-10,25.62,16.21,20.61,10.02,53.26,2.23,2.66,18.54,0.0,0.1,0.15,0.16
2002-02-11,25.97,17.38,21.29,13.01,62.42,2.72,3.34,18.17,0.0,0.1,0.15,0.16
2002-02-12,26.26,19.09,22.19,12.66,57.19,2.63,3.25,18.46,0.0,0.1,0.15,0.16
2002-02-13,26.96,19.3,22.78,14.09,60.13,2.94,3.64,17.95,0.04,0.1,0.15,0.16
2002-02-14,26.21,19.08,22.43,14.89,64.96,2.99,3.6,15.53,0.1,0.1,0.15,0.16
2002-02-15,26.07,19.59,22.11,15.58,68.16,3.65,4.35,15.34,0.06,0.1,0.15,0.16
2002-02-16,23.0,17.74,20.11,12.38,61.84,5.33,6.37,19.0,0.0,0.1,0.15,0.16
2002-02-17,23.42,17.48,20.03,12.63,63.63,3.91,4.76,19.85,0.0,0.1,0.15,0.16
2002-02-18,26.2,16.97,20.75,11.96,60.82,2.08,2.48,19.72,0.0,0.1,0.15,0.16
2002-02-19,27.35,19.41,23.05,13.55,58.19,2.45,2.95,18.36,0.05,0.1,0.15,0.16
2002-02-20,25.71,18.73,21.86,15.69,68.71,5.67,6.73,17.22,2.25,0.15,0.16,0.16
2002-02-21,20.99,16.4,18.56,11.5,64.01,6.71,7.97,17.26,0.0,0.16,0.16,0.16
2002-02-22,22.23,16.42,19.02,11.37,62.12,4.04,4.85,20.52,0.0,0.14,0.16,0.16
2002-02-23,23.69,16.58,19.57,11.78,62.43,2.14,2.54,21.09,0.0,0.13,0.16,0.16
2002-02-24,26.59,17.38,21.44,9.81,51.86,1.39,1.64,19.89,0.0,0.12,0.16,0.16
2002-02-25,30.51,19.98,24.92,9.13,38.96,2.61,3.33,18.6,0.0,0.11,0.16,0.16
2002-02-26,30.67,22.43,25.81,11.67,43.86,4.24,5.24,16.38,0.0,0.1,0.16,0.16
2002-02-27,30.62,21.98,25.5,14.74,56.14,3.05,3.84,18.31,0.0,0.1,0.16,0.16
2002-02-28,28.15,20.87,24.02,14.28,57.89,3.76,4.56,20.32,0.0,0.1,0.16,0.16
2002-03-01,27.21,20.41,23.01,15.59,67.4,3.52,4.2,14.48,0.01,0.1,0.15,0.16
2002-03-02,26.72,19.39,22.79,15.31,65.14,2.41,2.85,12.59,0.03,0.1,0.15,0.16
2002-03-03,25.43,20.07,22.79,14.87,62.64,2.72,3.19,10.56,0.21,0.1,0.16,0.16
2002-03-04,25.54,19.12,21.55,14.31,65.2,3.37,3.99,20.83,0.0,0.11,0.16,0.16
2002-03-05,26.2,18.54,21.95,14.28,64.03,3.22,3.84,21.44,0.0,0.11,0.16,0.16
2002-03-06,25.83,19.32,22.09,16.16,71.25,4.4,5.24,17.91,0.0,0.1,0.15,0.16
2002-03-07,26.76,19.82,22.81,17.23,72.61,3.93,4.69,21.14,0.0,0.1,0.15,0.16
2002-03-08,26.2,19.9,22.5,16.87,72.52,3.21,3.83,20.9,0.0,0.1,0.15,0.16
2002-03-09,26.82,18.92,22.17,15.58,69.39,3.68,4.38,20.38,0.77,0.1,0.15,0.16
2002-03-10,25.21,20.03,21.88,14.04,61.99,2.58,3.08,6.22,0.26,0.14,0.16,0.16
2002-03-11,25.66,19.62,22.5,14.23,60.7,3.03,3.71,18.78,0.26,0.14,0.16,0.16
2002-03-12,28.57,19.65,23.75,8.73,42.09,2.73,3.39,20.93,0.04,0.13,0.16,0.16
2002-03-13,29.24,18.43,23.07,10.88,55.12,2.37,2.84,23.6,0.0,0.11,0.16,0.16
2002-03-14,28.51,18.12,22.8,13.35,62.52,2.05,2.39,23.45,0.0,0.1,0.16,0.16
2002-03-15,28.91,19.36,23.45,11.1,51.23,2.18,2.55,23.65,0.0,0.1,0.15,0.16
2002-03-16,30.08,19.76,24.5,6.88,36.94,1.9,2.34,22.71,0.02,0.1,0.15,0.16
2002-03-17,33.22,21.47,26.63,9.66,38.58,3.02,3.85,22.33,0.0,0.09,0.15,0.16
2002-03-18,30.29,21.7,25.36,15.76,59.76,5.36,6.51,16.56,0.18,0.09,0.15,0.16
2002-03-19,28.45,20.99,24.16,18.0,69.83,3.42,4.01,20.32,4.2,0.18,0.16,0.16
2002-03-20,30.59,22.11,25.86,17.76,63.24,1.84,2.25,22.96,0.0,0.17,0.16,0.16
2002-03-21,33.44,22.59,28.0,16.69,54.14,3.29,4.2,22.0,0.0,0.14,0.16,0.16
2002-03-22,27.7,21.63,25.24,15.56,56.66,4.52,5.39,12.05,0.05,0.13,0.16,0.16
2002-03-23,28.85,19.74,23.92,14.42,60.28,4.06,4.91,24.59,0.0,0.12,0.16,0.16
2002-03-24,27.87,19.99,23.63,15.91,66.01,4.2,5.1,19.48,0.0,0.12,0.16,0.16
2002-03-25,29.93,20.24,24.84,14.72,60.11,2.28,2.8,24.93,0.0,0.11,0.16,0.16
2002-03-26,32.82,21.67,26.78,11.62,44.04,1.67,2.01,23.68,0.0,0.1,0.16,0.16
2002-03-27,29.66,23.77,26.63,16.24,55.55,2.43,2.98,21.51,0.11,0.1,0.16,0.16
2002-03-28,33.16,24.19,28.91,13.75,42.44,1.93,2.57,19.22,0.1,0.1,0.16,0.16
2002-03-29,34.92,25.77,29.78,15.06,44.27,3.58,4.46,13.98,0.14,0.1,0.16,0.16
2002-03-30,33.38,24.67,28.16,17.03,54.09,3.51,4.28,19.47,0.08,0.1,0.16,0.16
2002-03-31,29.64,23.86,26.64,13.57,46.77,3.02,3.57,23.44,0.54,0.11,0.16,0.16
2002-04-01,31.87,21.85,27.71,15.22,52.11,2.62,3.3,18.39,0.0,0.12,0.16,0.16
2002-04-02,34.99,26.01,30.5,12.32,34.55,1.76,2.29,24.12,0.0,0.11,0.16,0.16
2002-04-03,37.13,25.15,30.21,13.66,41.19,6.18,7.56,21.31,0.0,0.1,0.16,0.16
